part,task,id,value,lo,hi,role,value_verified,lo_verified,hi_verified,status,ci_status,twin_file,twin_where,twin_source,decision_note
17,T2,T2_edaic_seed_pod_omni_podA_repeats_edaic_auc,2.896e-04,,,RELEASED ONLY,,,,no twin,,,,,
17,T2,T2_edaic_seed_pod_kimi_repeats_edaic_auc,8.371e-04,,,RELEASED ONLY,,,,no twin,,,,,
17,T2,T2_pitt_seed_mac_omni_part10_pitt_nested5,0.000e+00,,,RELEASED ONLY,0.000e+00,,,yes,,release/edaic_rerun/part17/verify/T2_verify_compiled.json,[24],Mac verifier (verify folder),
17,T2,T2_pitt_seed_pod_pod3_q3o_POD3_pitt,5.363e-02,,,RELEASED ONLY,5.363e-02,,,yes,,release/edaic_rerun/part17/verify/T2_verify_compiled.json,[23],Mac verifier (verify folder),
17,T2,T2_edaic_full_shuffle_part16_EDAICFULL,2.401e-02,,,RELEASED ONLY,2.401e-02,,,yes,,release/edaic_rerun/part17/verify/T2_verify_compiled.json,[25],Mac verifier (verify folder),
17,T3,T3_all_cos,0.0145,,,PAPER VALUE,0.0145,,,yes,,release/edaic_rerun/part17/verify/T3_verify.log,line 29,Mac verifier (verify folder),
17,T3,T3_all_cos_bootCI,0.0129,-0.0020,0.0277,SUPPORT,0.0129,-0.0020,0.0277,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,lines 103-106 (window),Mac verifier (verify folder),
17,T3,T3_floor_vs_d,0.0123,0.0005,0.0321,PAPER VALUE,0.0123,0.0005,0.0321,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 44,Mac verifier (verify folder),
17,T3,T3_floor_vs_probe,0.0124,0.0005,0.0343,SUPPORT,0.0124,0.0005,0.0343,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 44,Mac verifier (verify folder),
17,T3,T3_all_probe,0.8223,0.7742,0.8671,PAPER VALUE,0.8223,0.7742,0.8671,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,lines 45-48 (window),Mac verifier (verify folder),
17,T3,T3_all_proj_d,0.6174,0.5539,0.6800,PAPER VALUE,0.6174,0.5539,0.6800,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 49,Mac verifier (verify folder),
17,T3,T3_all_perp_z,0.8114,0.7646,0.8577,PAPER VALUE,0.8114,0.7646,0.8577,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 50,Mac verifier (verify folder),
17,T3,T3_all_keep_z,0.8119,0.7649,0.8577,SUPPORT,0.8119,0.7649,0.8577,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 51,Mac verifier (verify folder),
17,T3,T3_conflict_probe,0.6178,0.5123,0.7222,PAPER VALUE,0.6178,0.5123,0.7222,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 53,Mac verifier (verify folder),
17,T3,T3_conflict_proj_d,0.4136,0.3010,0.5424,PAPER VALUE,0.4136,0.3010,0.5424,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 54,Mac verifier (verify folder),
17,T3,T3_conflict_perp_z,0.6013,0.4929,0.7114,PAPER VALUE,0.6013,0.4929,0.7114,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 55,Mac verifier (verify folder),
17,T3,T3_conflict_keep_z,0.6029,0.4961,0.7123,SUPPORT,0.6029,0.4961,0.7123,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 56,Mac verifier (verify folder),
17,T3,T3_agreement_probe,0.8988,0.8598,0.9328,PAPER VALUE,0.8988,0.8598,0.9328,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 58,Mac verifier (verify folder),
17,T3,T3_agreement_proj_d,0.6984,0.6373,0.7592,PAPER VALUE,0.6984,0.6373,0.7592,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 59,Mac verifier (verify folder),
17,T3,T3_agreement_perp_z,0.8897,0.8486,0.9261,PAPER VALUE,0.8897,0.8486,0.9261,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 60,Mac verifier (verify folder),
17,T3,T3_agreement_keep_z,0.8899,0.8491,0.9264,SUPPORT,0.8899,0.8491,0.9264,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 61,Mac verifier (verify folder),
17,T3,T3_paired_perp_z,-0.2884,-0.3884,-0.1815,PAPER VALUE,-0.2884,-0.3884,-0.1815,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/PAIRED_perp,Mac verifier (verify folder),
17,T3,T3_paired_probe,-0.2810,-0.3799,-0.1762,SUPPORT,-0.2810,-0.3799,-0.1762,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/PAIRED_probe,Mac verifier (verify folder),
17,T3,T3_paired_proj_d,-0.2847,-0.3947,-0.1475,SUPPORT,-0.2847,-0.3947,-0.1475,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/PAIRED_along,Mac verifier (verify folder),
17,T3,T3_conflict_refit_cos,0.0054,,,SUPERSEDED / NOT USED,0.0054,,,yes,,release/edaic_rerun/part17/verify/T3_verify.log,line 70,Mac verifier (verify folder),
17,T3,T3_conflict_refit_probe,0.6757,0.5685,0.7761,SUPERSEDED / NOT USED,0.6757,0.5685,0.7761,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/CONFLICT_refit_probe,Mac verifier (verify folder),
17,T3,T3_conflict_refit_proj_d,0.4136,0.3010,0.5424,SUPERSEDED / NOT USED,0.4136,0.3010,0.5424,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/CONFLICT_refit_along,Mac verifier (verify folder),
17,T3,T3_conflict_refit_perp_z,0.6744,0.5730,0.7703,SUPERSEDED / NOT USED,0.6744,0.5730,0.7703,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/CONFLICT_refit_perp,Mac verifier (verify folder),
17,T3,T3_agreement_refit_cos,0.0147,,,SUPERSEDED / NOT USED,0.0147,,,yes,,release/edaic_rerun/part17/verify/T3_verify.log,line 74,Mac verifier (verify folder),
17,T3,T3_agreement_refit_probe,0.9317,0.9020,0.9578,SUPERSEDED / NOT USED,0.9317,0.9020,0.9578,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/AGREEMENT_refit_probe,Mac verifier (verify folder),
17,T3,T3_agreement_refit_proj_d,0.6984,0.6373,0.7592,SUPERSEDED / NOT USED,0.6984,0.6373,0.7592,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/AGREEMENT_refit_along,Mac verifier (verify folder),
17,T3,T3_agreement_refit_perp_z,0.9242,0.8932,0.9510,SUPERSEDED / NOT USED,0.9242,0.8932,0.9510,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/AGREEMENT_refit_perp,Mac verifier (verify folder),
17,T3,T3_nested_cos,0.0256,,,RELEASED ONLY,0.0256,,,yes,,release/edaic_rerun/part17/verify/T3_verify.log,line 86,Mac verifier (verify folder),
17,T3,T3_nested_floor_vs_probe,0.0121,0.0005,0.0344,RELEASED ONLY,0.0121,0.0005,0.0344,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 86,Mac verifier (verify folder),
17,T3,T3_nested_all_probe,0.8295,0.7816,0.8774,RELEASED ONLY,0.8295,0.7816,0.8774,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,lines 85-87 (window),Mac verifier (verify folder),
17,T3,T3_nested_all_perp_z,0.8169,0.7678,0.8652,RELEASED ONLY,0.8169,0.7678,0.8652,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/NESTED_ALL_perp,Mac verifier (verify folder),
17,T3,T3_nested_all_keep_z,0.8199,0.7709,0.8680,RELEASED ONLY,0.8199,0.7709,0.8680,yes,same,release/edaic_rerun/part17/verify/T3_verify.json,/results/NESTED_ALL_keep,Mac verifier (verify folder),
17,T3,T3_nested_conflict_probe,0.6554,0.5549,0.7543,RELEASED ONLY,0.6554,0.5549,0.7543,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 90,Mac verifier (verify folder),
17,T3,T3_nested_conflict_perp_z,0.6398,0.5413,0.7403,RELEASED ONLY,0.6398,0.5413,0.7403,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 91,Mac verifier (verify folder),
17,T3,T3_nested_conflict_keep_z,0.6374,0.5391,0.7365,RELEASED ONLY,0.6374,0.5391,0.7365,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 92,Mac verifier (verify folder),
17,T3,T3_nested_agreement_probe,0.8975,0.8531,0.9349,RELEASED ONLY,0.8975,0.8531,0.9349,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 93,Mac verifier (verify folder),
17,T3,T3_nested_agreement_perp_z,0.8842,0.8377,0.9249,RELEASED ONLY,0.8842,0.8377,0.9249,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 94,Mac verifier (verify folder),
17,T3,T3_nested_agreement_keep_z,0.8888,0.8438,0.9283,RELEASED ONLY,0.8888,0.8438,0.9283,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 95,Mac verifier (verify folder),
17,T3,T3_nested_paired_perp_z,-0.2444,-0.3489,-0.1438,RELEASED ONLY,-0.2444,-0.3489,-0.1438,yes,same,release/edaic_rerun/part17/verify/T3_verify.log,line 97,Mac verifier (verify folder),
17,T4,T4_pitt_o25_enc_mean5,0.7706,0.7157,0.8220,PAPER VALUE,0.7706,0.7157,0.8220,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 5 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_o25_enc_avgprob_NOTUSED,0.7917,0.7324,0.8480,SUPERSEDED / NOT USED,0.7917,0.7324,0.8480,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 6 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_edaic_o25_llm_avgprob,0.7088,0.6232,0.7874,SUPERSEDED / NOT USED,0.7088,0.6232,0.7874,yes,same,release/edaic_rerun/part17/verify/T7b_verify_out/T7b_verify.json,/cells/published_perclip_llm_avgprob_vs_answer,Mac verifier (verify folder),
17,T4,T4_edaic_o25_llm_minus_answer_avgprob,-0.1190,-0.1995,-0.0478,SUPERSEDED / NOT USED,-0.1190,-0.1995,-0.0478,yes,same,release/edaic_rerun/part17/verify/T4_verify.json,/checks[10],Mac verifier (verify folder),
17,T4,T4_edaic_o25_enc_avgprob,0.5916,0.5110,0.6706,SUPERSEDED / NOT USED,0.5916,0.5110,0.6706,yes,same,release/edaic_rerun/part17/verify/T7b_verify_out/T7b_verify.json,/cells/published_perclip_enc_avgprob_vs_answer,Mac verifier (verify folder),
17,T4,T4_edaic_o25_enc_minus_answer_avgprob,-0.2361,-0.3272,-0.1394,SUPERSEDED / NOT USED,-0.2361,-0.3272,-0.1394,yes,same,release/edaic_rerun/part17/verify/T4_verify.json,/checks[11],Mac verifier (verify folder),
17,T4,T4_edaic_o25_llm_mean5_jsononly,0.7001,,,PAPER VALUE,0.7001,0.6231,0.7727,yes,row has no interval; twin interval given,release/edaic_rerun/part17/verify/T7b_verify_out/T7b_verify.json,"stage_llm.mine_per_repeat_mw (mean of five); interval tsv_comparison T7b_llm_meanof5 mine_mw [0.6231, 0.7727]",Mac verifier (verify folder),"the row carries no interval; T7b verifier interval [0.6231, 0.7727]"
17,T4,T4_edaic_o25_enc_mean5_jsononly,0.5884,,,PAPER VALUE,0.5884,0.5268,0.6523,yes,row has no interval; twin interval given,release/edaic_rerun/part17/verify/T7b_verify_out/T7b_verify.json,"stage_enc.mine_per_repeat_mw (mean of five); interval tsv_comparison T7b_enc_meanof5 mine_mw [0.5268, 0.6523]",Mac verifier (verify folder),"the row carries no interval; T7b verifier interval [0.5268, 0.6523]"
17,T4,T4_pcgita_q3o_enc_mean5,0.8969,0.8322,0.9454,PAPER VALUE,0.8969,0.8322,0.9454,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,lines 29-32 (window) (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pcgita_q3o_enc_avgprob_NOTUSED,0.9109,0.8452,0.9600,SUPERSEDED / NOT USED,0.9109,0.8452,0.9600,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 33 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_q3o_enc_mean5,0.8122,0.7613,0.8625,PAPER VALUE,0.8122,0.7613,0.8625,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,lines 21-23 (window) (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_q3o_enc_avgprob_NOTUSED,0.8354,0.7817,0.8877,SUPERSEDED / NOT USED,0.8354,0.7817,0.8877,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 24 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_pooled,0.7180,0.6585,0.7742,SUPPORT,0.7180,0.6585,0.7742,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 37 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_conflict,0.7197,0.6201,0.8147,PAPER VALUE,0.7197,0.6201,0.8147,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 38 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_agreement,0.7227,0.6560,0.7896,PAPER VALUE,0.7227,0.6560,0.7896,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 39 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_SUPERSEDED_overnight_pooled,0.6964,0.6324,0.7575,SUPERSEDED / NOT USED,0.6964,0.6324,0.7575,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 41 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_SUPERSEDED_overnight_conflict,0.7078,0.6037,0.8083,SUPERSEDED / NOT USED,0.7078,0.6037,0.8083,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 42 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_kimi_SUPERSEDED_overnight_agreement,0.7014,0.6309,0.7730,SUPERSEDED / NOT USED,0.7014,0.6309,0.7730,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 43 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_pooled,0.5724,0.5066,0.6424,SUPPORT,0.5724,0.5066,0.6424,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 45 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_conflict,0.6310,0.5336,0.7260,PAPER VALUE,0.6310,0.5336,0.7260,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 46 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_agreement,0.5544,0.4760,0.6296,PAPER VALUE,0.5544,0.4760,0.6296,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 47 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_SUPERSEDED_audio_pooled,0.5273,0.4622,0.5924,SUPERSEDED / NOT USED,0.5273,0.4622,0.5924,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 49 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_SUPERSEDED_audio_conflict,0.6691,0.5650,0.7654,SUPERSEDED / NOT USED,0.6691,0.5650,0.7654,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 50 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_af2_SUPERSEDED_audio_agreement,0.4895,0.4182,0.5591,SUPERSEDED / NOT USED,0.4895,0.4182,0.5591,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 51 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_q3o_conflict_fullfit,0.6394,0.5326,0.7451,PAPER VALUE,0.6394,0.5326,0.7451,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,lines 55-57 (window),Mac verifier (verify folder),
17,T4,T4_pitt_q3o_agreement_fullfit,0.9032,0.8627,0.9400,PAPER VALUE,0.9032,0.8627,0.9400,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,lines 56-58 (window),Mac verifier (verify folder),
17,T4,T4_pitt_o25_lora,0.8250,0.7735,0.8729,PAPER VALUE,0.8250,0.7735,0.8729,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 61 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_pitt_o25_lora_plus_proj,0.7696,0.7135,0.8253,PAPER VALUE,0.7696,0.7135,0.8253,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,line 62 (interval: record keyed to the row id),Mac verifier (verify folder),
17,T4,T4_lookup_rows_before,221,,,RELEASED ONLY,221,,,yes,,release/edaic_rerun/part17/verify/T4_verify.log,line 127,Mac verifier (verify folder),
17,T4,T4_lookup_rows_after,231,,,RELEASED ONLY,231,,,yes,,release/edaic_rerun/part17/verify/T4_verify.log,line 127,Mac verifier (verify folder),
17,T4,T4_lookup_stale_prefix_rows,75,,,RELEASED ONLY,75,,,yes,,release/edaic_rerun/part17/verify/T4_verify.log,line 89,Mac verifier (verify folder),
17,T5,T5_pitt_answer,0.6578,0.6033,0.7125,PAPER VALUE,0.6578,0.6033,0.7125,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=pitt] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_pitt_layers_above,31,,,SUPPORT,31,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pitt] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pitt_layers_strict,25,,,SUPPORT,25,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pitt] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pitt_layers_above_ci,25,,,SUPPORT,25,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pitt] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pitt_probe_max,0.8083,,,SUPPORT,0.8083,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pitt] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adresso_answer,0.6150,0.5432,0.6890,PAPER VALUE,0.6150,0.5432,0.6890,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=adresso] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_adresso_layers_above,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adresso] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adresso_layers_strict,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adresso] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adresso_layers_above_ci,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adresso] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adresso_probe_max,0.9030,,,PAPER VALUE,0.9030,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adresso] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adress2020_answer,0.6241,0.5348,0.7148,PAPER VALUE,0.6241,0.5348,0.7148,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=adress2020] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_adress2020_layers_above,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adress2020] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adress2020_layers_strict,26,,,PAPER VALUE,26,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adress2020] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adress2020_layers_above_ci,24,,,PAPER VALUE,24,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adress2020] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_adress2020_probe_max,0.8248,,,PAPER VALUE,0.8248,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=adress2020] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pcgita_answer,0.5635,0.4931,0.6331,PAPER VALUE,0.5635,0.4931,0.6331,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=pcgita] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_pcgita_layers_above,32,,,SUPPORT,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pcgita] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pcgita_layers_strict,32,,,SUPPORT,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pcgita] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pcgita_layers_above_ci,32,,,SUPPORT,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pcgita] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_pcgita_probe_max,0.9234,,,SUPPORT,0.9234,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=pcgita] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_neurovoz_answer,0.6951,0.6356,0.7519,PAPER VALUE,0.6951,0.6356,0.7519,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=neurovoz] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_neurovoz_layers_above,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=neurovoz] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_neurovoz_layers_strict,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=neurovoz] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_neurovoz_layers_above_ci,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=neurovoz] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_neurovoz_probe_max,0.9335,,,PAPER VALUE,0.9335,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=neurovoz] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_kcl_answer,0.7143,0.5210,0.8810,PAPER VALUE,0.7143,0.5210,0.8810,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=kcl] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_kcl_layers_above,32,,,PAPER VALUE,32,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=kcl] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_kcl_layers_strict,15,,,PAPER VALUE,15,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=kcl] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_kcl_layers_above_ci,0,,,PAPER VALUE,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=kcl] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_kcl_probe_max,0.8482,,,PAPER VALUE,0.8482,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=kcl] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_full_answer,0.8285,0.7708,0.8827,PAPER VALUE,0.8285,0.7708,0.8827,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=edaic_full] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_edaic_full_layers_above,0,,,SUPPORT,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_full] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_full_layers_strict,0,,,SUPPORT,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_full] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_full_layers_above_ci,0,,,SUPPORT,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_full] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_full_probe_max,0.6896,,,SUPPORT,0.6896,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_full] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_mid300_answer,0.8122,0.7479,0.8707,RELEASED ONLY,0.8122,0.7479,0.8707,yes,same,release/edaic_rerun/part17/verify/T5_verify.json,"results[dataset=edaic_mid300] answer_mw, lo, hi",Mac verifier (verify folder),
17,T5,T5_edaic_mid300_layers_above,0,,,RELEASED ONLY,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_mid300] above,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_mid300_layers_strict,0,,,RELEASED ONLY,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_mid300] mean_minus_std,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_mid300_layers_above_ci,0,,,RELEASED ONLY,0,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_mid300] above_ci_hi,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
17,T5,T5_edaic_mid300_probe_max,0.6839,,,RELEASED ONLY,0.6839,,,yes,,release/edaic_rerun/part17/verify/T5_verify.json,results[dataset=edaic_mid300] probe_max,Mac verifier (verify folder),verifier recount from the saved curve; its own refit from states does not reproduce the curve at 4 dp (T5_verify.log)
