order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",4.6,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.8; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Supervised Fine-tuning,L226_924,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",0.825,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.803; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Supervised Fine-tuning,L226_958,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",0.06,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.80; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Supervised Fine-tuning,L226_973,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.","0.02, 0.10",0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.80; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,interval,Supervised Fine-tuning,L226_979,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",0.55,,,,UNMATCHED,,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=conflict]; hint: equal after rounding: Qwen2.5-Omni|adresso|transcript|all=0.5542 (o25_adresso_text.json) / Qwen2.5-Omni|pitt|lora_ft|conflict=0.552 (lora_pitt_oof.csv) / Qwen2.5-Omni|pcgita|?|all=0.5539 (channel_norm_pcgita.csv),,no,point,Supervised Fine-tuning,L226_1020,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.",0.77,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,"five split nested, mean of 5 repeats (json field llm.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.80; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)",current,no,point,Supervised Fine-tuning,L226_1084,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",+0.02,0.1664,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,"PAIRED answer AUC full minus 30 s, same 275 speakers (excl0=True)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; delta]; best current candidate Qwen2.5-Omni|edaic_full|zero_shot|all = 0.1664 (PAIRED answer AUC full minus 30 s, same 275 speakers (excl0=) rounds to 0.17; same-tier values: -0.0297 (edaic paired probe minus zero-shot AUC, edaic, current), -0.0537 (edaic projector gain, paired, current), 0.1664 (edaic_full PAIRED answer AUC full minus 30 s, same , current)",current,no,point,Supervised Fine-tuning,L226_1154,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",0.01,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, original run (podA, transformers 5.17.0). Window heard: the first 300 s of each E-DAIC stitched participant window: Qwen2_5OmniProcessor cuts audio at 300 s by default (PART 22 proof, score",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|zero_shot|all = 0.8285 (zero shot, original run (podA, transformers 5.17.0). Window ) rounds to 0.83; same-tier values: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",current,no,point,Supervised Fine-tuning,L226_1164,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",0.05,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, original run (podA, transformers 5.17.0). Window heard: the first 300 s of each E-DAIC stitched participant window: Qwen2_5OmniProcessor cuts audio at 300 s by default (PART 22 proof, score",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|zero_shot|all = 0.8285 (zero shot, original run (podA, transformers 5.17.0). Window ) rounds to 0.83; same-tier values: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",current,no,point,Supervised Fine-tuning,L226_1170,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.",0.82,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, original run (podA, transformers 5.17.0). Window heard: the first 300 s of each E-DAIC stitched participant window: Qwen2_5OmniProcessor cuts audio at 300 s by default (PART 22 proof, score",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|zero_shot|all = 0.8285 (zero shot, original run (podA, transformers 5.17.0). Window ) rounds to 0.83; same-tier values: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",current,no,point,Supervised Fine-tuning,L226_1181,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.",0.22 (before),0.2218,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,"before: context [model=Qwen2.5-Omni (default); data=edaic_conflict_v2; stream=zero_shot; arm=conflict; stream from previous sentence]; tier current; same-tier values that round differently: 0.1759 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , current), 0.2392 (edaic_conflict_v2 1b prompt wording 3, Omni audio conflict, current), 0.3439 (edaic_conflict_v2 1b prompt wording 2, Omni audio conflict, current)",current,no,change,Supervised Fine-tuning,L226_1340,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.",0.59 (after),0.2283,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_sftfull.csv,"1c sft_full projector RETRAIN, out-of-fold by speaker, Omni audio conflict arm AUC",MISMATCH,,"after: context [model=Qwen2.5-Omni (default); data=edaic_conflict_v2; stream=projector_ft; arm=conflict; stream from previous sentence]; best current candidate Qwen2.5-Omni|edaic_conflict_v2|projector_ft|conflict = 0.2283 (1c sft_full projector RETRAIN, out-of-fold by speaker, Omni ) rounds to 0.23; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current)",current,no,change,Supervised Fine-tuning,L226_1340,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.",0.96 (before),0.9647,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen2.5-Omni audio agreement NEW 311 distinct,MATCH,,"before: context [model=Qwen2.5-Omni (default); data=edaic_conflict_v2; stream=zero_shot; arm=agreement; stream from previous sentence]; tier CONTESTED; same-tier values that round differently: 0.9119 (edaic_conflict_v2 1b prompt wording 2, Omni audio agreemen, CONTESTED), 0.9311 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , CONTESTED), 0.9442 (edaic_conflict_v2 1b prompt wording 3, Omni audio agreemen, CONTESTED), 0.9482 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni audio agreem, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,change,Supervised Fine-tuning,L226_1379,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,226,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.",0.67 (after),0.793,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_sftfull.csv,"1c sft_full projector RETRAIN, out-of-fold by speaker, Omni audio agreement arm AUC",MISMATCH,,"after: context [model=Qwen2.5-Omni (default); data=edaic_conflict_v2; stream=projector_ft; arm=agreement; stream from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|edaic_conflict_v2|projector_ft|agreement = 0.793 (1c sft_full projector RETRAIN, out-of-fold by speaker, Omni ) rounds to 0.79; same-tier values: 0.793 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, CONTESTED)",CONTESTED,no,change,Supervised Fine-tuning,L226_1379,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,87,"Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",1,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L87_110,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,87,"Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",2000,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L87_141,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,95,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with the Twitter-RoBERTa sentiment classifier trained on TweetEval .",25,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L95_154,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,95,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with the Twitter-RoBERTa sentiment classifier trained on TweetEval .",5,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L95_167,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,97,This leaves 146 segments in conflict and 322 in agreement.,146,146,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-",MATCH,,count: 87 index rows for any dataset carry n = 146 (e.g. master_lookup.csv:225),current,no,integer,Implementation Details,L97_738,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,97,This leaves 146 segments in conflict and 322 in agreement.,322,322,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09",MATCH,,count: 87 index rows for any dataset carry n = 322 (e.g. master_lookup.csv:226),current,no,integer,Implementation Details,L97_767,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Clips (speakers) [clips] :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,1100,1100,<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8332)",MATCH,,count: 109 index rows for pcgita carry n = 1100 (e.g. handcheck_values.csv:23),current,no,integer,Experimental Results,L120_14,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Clips (speakers) [speakers] :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,100,100,<local data dir>/release/overnight/perclip/egemaps_pcgita_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8332)",MATCH,,count: 87 index rows for pcgita carry n_spk/n = 100 (e.g. handcheck_values.csv:23),current,no,integer,Experimental Results,L120_20,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Zero-shot Audio :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.56,0.5635,<local data dir>/release/omni_final/omni_pcgita_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=pcgita; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.5674 (pcgita PC-GITA Omni zero-shot AUC, AFTER normal, current), 0.5728 (pcgita PC-GITA Omni zero-shot AUC, BEFORE norma, current)",current,no,point,Experimental Results,L120_27,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Zero-shot Text :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.52,0.5246,<local data dir>/release/overnight2/text_new/o25_pcgita_text.json,"text only, one documented prompt",MATCH,,context [model=Qwen2.5-Omni; data=pcgita; stream=transcript; arm=all]; tier CONTESTED; NOTE S8: stored AUC does not reproduce from its per-clip file; rank-formula recompute gives 0.5218,CONTESTED,no,point,Experimental Results,L120_34,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,120,PC-GITA | Fine-tuned Audio :: PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,0.89,0.8862,<local data dir>/release/omni_final/omnisft_pcgita_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=pcgita; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L120_41,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Clips (speakers) [clips] :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,1270,1270,<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8439)",MATCH,,count: 97 index rows for neurovoz carry n = 1270 (e.g. handcheck_values.csv:24),current,no,integer,Experimental Results,L121_14,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Clips (speakers) [speakers] :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,107,107,<local data dir>/release/overnight/perclip/egemaps_neurovoz_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.8439)",MATCH,,count: 76 index rows for neurovoz carry n_spk/n = 107 (e.g. handcheck_values.csv:24),current,no,integer,Experimental Results,L121_20,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Zero-shot Audio :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.70,0.6951,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=neurovoz; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.7108 (neurovoz NeuroVoz Omni zero-shot AUC, BEFORE norm, current)",current,no,point,Experimental Results,L121_27,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Zero-shot Text :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.54,0.5371,<local data dir>/release/overnight2/text_new/o25_neurovoz_text.json,"text only, one documented prompt",MATCH,,context [model=Qwen2.5-Omni; data=neurovoz; stream=transcript; arm=all]; tier CONTESTED; NOTE S8: stored AUC does not reproduce from its per-clip file; rank-formula recompute gives 0.5372,CONTESTED,no,point,Experimental Results,L121_34,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,121,NeuroVoz | Fine-tuned Audio :: NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,0.90,0.9028,<local data dir>/release/omni_final/omnisft_neurovoz_sft.json,"projector only, 5 folds, 3 epochs, lr 0.0001, json auc_oof",MATCH,,context [model=Qwen2.5-Omni; data=neurovoz; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L121_41,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Clips (speakers) [clips] :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,37,37,<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7411)",MATCH,,count: 88 index rows for kcl carry n = 37 (e.g. handcheck_values.csv:25),current,no,integer,Experimental Results,L122_16,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Clips (speakers) [speakers] :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,37,37,<local data dir>/release/overnight/perclip/egemaps_kcl_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.7411)",MATCH,,count: 88 index rows for kcl carry n_spk/n = 37 (e.g. handcheck_values.csv:25),current,no,integer,Experimental Results,L122_20,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Zero-shot Audio :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.71,0.7143,<local data dir>/release/omni_final/omni_kcl_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=zero_shot; arm=all]; tier current,current,no,point,Experimental Results,L122_27,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Zero-shot Text :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.76,0.7634,<local data dir>/release/overnight2/text_new/o25_kcl_text.csv,MDVR-KCL Qwen2.5-Omni transcript-only answer AUC,MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=transcript; arm=all]; tier current,current,no,point,Experimental Results,L122_34,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,122,MDVR-KCL | Fine-tuned Audio :: MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,0.70,0.6994,<local data dir>/release/omni_final/omnisft_kcl_oof.csv,"projector only fine tune, 5 fold out of fold",MATCH,,context [model=Qwen2.5-Omni; data=kcl; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L122_41,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Clips (speakers) [clips] :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,468,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,,count: 268 index rows for pitt carry n = 468 (e.g. handcheck_values.csv:12),current,no,integer,Experimental Results,L128_15,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Clips (speakers) [speakers] :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,227,227,<local data dir>/release/edaic_rerun/pitt_all_segments.csv,"speaking rate alone, clip-level rank AUC, direction-free max(auc, 1-auc) (raw auc 0.2918), kept468 segments",MATCH,,count: 1 index rows for pitt carry n_spk/n = 227 (e.g. handcheck_values.csv:145),current,no,integer,Experimental Results,L128_20,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Zero-shot Audio :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,0.66,0.6578,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.6145 (pitt Pitt arm C duration-matched WITH intervi, current), 0.6497 (pitt Pitt arm A original cut, Omni zero-shot , current), 0.6665 (pitt zero shot answer, current), 0.723 (pitt Pitt arm B interviewer removed PAR-only,, current)",current,no,point,Experimental Results,L128_27,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
other,128,Pitt | Fine-tuned Audio :: Pitt & 468 (227) & 0.66 & 0.66 & 0.77,0.77,0.7673,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,,context [model=Qwen2.5-Omni; data=pitt; stream=projector_ft; arm=all]; tier current,current,no,point,Experimental Results,L128_41,,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
