dataset,path,md5,dur_s,db_p5,db_med,db_max,frac_below_floor6,frac_below_m50,n_frames,mfcc,err
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0014.wav,d8b3668e5c978d5d25bb223e1435dbcb,2.052,-55.301,-40.234,-29.3539,0.1232,0.1084,203,-95.297417;7.764411;0.733904;1.132477;-0.480172;-1.430858;-2.935322;-1.639970;-0.439567;-0.853787;-1.300339;0.280461;-1.684716,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0015.wav,da0da5ef6f1f58ef59a9be24df7ff2c0,2.063,-62.5797,-33.2658,-21.5459,0.098,0.1569,204,-86.443695;3.975156;-0.795820;-1.569519;-2.619791;-2.311260;-2.998195;-1.377131;-1.865198;-1.425895;-1.421781;-1.530361;-0.344049,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0016.wav,a1c731a3c7470ce7c5f02d3f48c544b9,1.899,-46.9152,-33.1995,-22.8859,0.1862,0.0372,188,-90.277283;1.930465;3.221639;2.924382;1.710680;-0.359849;-2.215575;0.958806;-3.958726;-0.778129;-0.898797;-1.994808;-1.368008,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0017.wav,149292ac763274f8406c238e2272b615,1.615,-47.3014,-31.473,-24.9471,0.1125,0.0312,160,-85.571533;7.590918;-0.978771;3.019255;-0.291173;-1.139650;-2.687178;0.309453;-2.544414;-0.199222;-0.829996;-0.775615;-0.870501,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0018.wav,75fbc9dc516e2d31d0084e22b0cbd733,2.05,-51.3785,-41.3994,-28.3008,0.1675,0.0591,203,-94.613647;4.096862;-1.030269;-0.976113;-2.543232;-2.370714;-1.377948;-1.281718;-2.055030;-1.188075;-2.277831;-1.322825;-1.037913,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0019.wav,13d6bd1fb3c8a14ee9bc32aa444238dc,1.692,-50.0787,-37.4298,-29.0421,0.1317,0.0539,167,-91.284790;8.103693;-0.380192;2.090120;-1.003404;-1.575891;-1.764106;-0.443627;-1.257666;-0.969908;-0.251634;0.069847;-0.499390,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0020.wav,1cbcddf188e5454f51594137048d80eb,1.295,-64.9586,-40.7797,-33.0009,0.125,0.2031,128,-95.988297;7.134917;-0.178513;0.782708;1.034420;-1.995695;-1.101774;-1.108519;-1.362017;0.094539;-0.014526;0.266038;-0.148657,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0021.wav,60c88fe884c82b44d8eff8832250e885,1.83,-63.0317,-37.4848,-29.5612,0.0884,0.1105,181,-93.246658;4.618121;2.732692;1.439031;0.902929;-1.443761;-2.077604;0.725650;-1.535838;-0.312427;-0.252528;-1.144021;-0.763356,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0030.wav,a079f27a73d65abfb574b5cee1591143,1.693,-54.2022,-39.0804,-29.2306,0.1078,0.0838,167,-90.647171;4.835467;0.350323;-0.077925;-1.628046;-1.739835;-3.163227;0.415608;-2.204669;0.365361;-1.334058;-0.031612;-0.680239,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0031.wav,1003c31908606ad027aacd911444456a,1.843,-54.8133,-39.6371,-31.8693,0.0934,0.0879,182,-92.787613;4.130318;-0.781598;-0.302959;-1.499065;-3.537873;-1.933866;-1.293089;-1.192664;-1.501891;-1.469228;-1.535415;-1.217079,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0032.wav,d3efdf8c4a1cea2191481f2b377c987e,1.622,-47.3878,-34.7258,-23.7049,0.2125,0.025,160,-84.589523;5.720134;-4.112493;-2.253124;-0.817631;-3.892338;-3.811214;-1.243676;-1.544428;-1.506251;-0.867299;-1.290877;-0.858470,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0033.wav,ee5116dd836ba4c6fe0bfe3f983e3984,1.635,-58.8876,-32.9278,-22.8068,0.0741,0.0988,162,-83.642960;8.936638;-3.494838;2.137154;-0.707334;-3.260018;-0.261982;-0.617487;0.388458;-1.135763;-0.732880;0.773507;-0.894232,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0035.wav,84a27d7256c71b9aaaf44d675124e554,1.6298,-55.1848,-34.1864,-28.161,0.1118,0.1118,161,-89.616661;5.852429;0.958845;1.479660;0.498944;-1.837198;-2.532284;0.695315;-1.611046;-2.167538;-0.375089;0.296295;-2.407284,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0037.wav,ae05d3a25e47125f5633e42394333c8f,1.4839,-46.9778,-37.0335,-28.1605,0.2192,0.0411,146,-86.560951;3.179142;-2.098055;0.711322;-1.164362;-3.463315;-2.990899;-1.569612;-1.759069;-0.679713;-2.729047;-1.953386;-1.079693,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0038.wav,83518752ee0b3cd494378358b42f9244,1.8607,-61.1492,-36.3913,-25.2112,0.0924,0.1141,184,-87.002075;6.288068;-1.393511;1.329289;-1.313123;-1.501044;-2.247181;-1.063791;-0.264237;-1.205139;-0.847531;0.121442;-1.694032,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0039.wav,11c6d999d9f0f9d3b0bc6556e143e9e8,1.6472,-44.2318,-30.3839,-21.8573,0.092,0.0061,163,-80.358215;6.386145;0.015176;0.854669;-1.191781;-1.791788;-3.847737;-2.503232;-0.798008;-0.752120;-1.599392;0.225566;-1.366726,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0040.wav,20ccad497f4b74ab382fb5a25c811563,1.9658,-59.7805,-33.4424,-26.5674,0.0667,0.0769,195,-86.909828;3.630719;-1.900417;-1.689421;-1.525306;-4.258624;-3.108271;0.036309;-3.616930;-1.938093;-1.917230;-1.180233;0.046876,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0041.wav,c356205fdfdff445ed82be116ab70c76,2.5141,-58.0177,-29.6416,-15.8955,0.1165,0.1406,249,-76.797592;3.877447;-1.905258;0.582993;-2.172904;-2.371659;-2.766548;-0.579299;-1.248188;-1.561359;-1.251672;-0.602088;-1.573767,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0042.wav,020731da9869c24f18c5225824184db6,1.8509,-48.122,-39.2377,-31.0606,0.2459,0.0328,183,-89.805222;6.407237;-3.036951;-1.250453;-1.088876;-2.084463;-1.755443;-1.907926;-1.832747;-1.440608;-1.217227;-1.411083;-0.565736,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0043.wav,ee46645736b10a42f4f5955239324cee,1.3847,-54.758,-40.7192,-29.6359,0.0735,0.0735,136,-87.725555;2.448058;-3.255068;-2.994764;-3.350710;-2.752707;-1.873200;-0.724563;-1.681061;-1.752617;-0.923571;-1.648067;-0.707886,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0044.wav,340a0f9710728e292b846916a86cd7f5,1.994,-55.8193,-33.8482,-25.2639,0.1218,0.1218,197,-83.112328;6.039243;-1.191785;1.421652;-0.261468;-1.330683;-2.956517;-0.228485;-1.202557;-0.946762;-0.303080;-0.216542;0.107443,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0046.wav,2191919b35a4db8c99108279d9d11db7,1.3509,-37.5689,-26.2212,-17.7043,0.2331,0.0075,133,-71.462486;3.174561;-6.647762;-3.398248;-2.250050;-5.866491;-1.845370;-1.682044;-2.041456;-0.172734;-2.087302;-0.645359;-1.162826,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0047.wav,f7f83c9b650ba68ff9acc5ddd9d3640d,1.8049,-52.3437,-28.9821,-18.2626,0.073,0.0562,178,-72.921318;3.260524;-3.541217;2.207361;-2.253997;-2.505938;-2.139850;-0.319014;-1.603948;-0.683959;-1.898711;-0.841870;-0.543682,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0058.wav,b45c236dfdb7b6d61407be4e11310579,1.9395,-50.0938,-22.2804,-13.8708,0.0938,0.0573,192,-69.308952;5.641107;-0.772274;-0.307793;-2.168658;-0.708536;-3.499877;0.270974;-1.456310;-0.432776;-1.878179;-0.238784;-1.183518,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0066.wav,a7826f99eb7aa5c1a387f87356a26b01,2.1324,-52.2864,-35.6852,-21.7965,0.1137,0.0664,211,-84.205635;3.340719;3.056858;0.405828;1.024066;-2.723369;-1.639695;-1.301183;-2.128252;0.787944;-0.967767;-0.027036;0.051979,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0067.wav,d8904faa38b7d9215e7c56c307843f7c,1.8394,-56.0531,-39.7895,-34.0772,0.0824,0.0824,182,-89.320175;0.211611;3.673600;0.650324;-0.476069;-3.159343;-3.260881;-0.733705;-1.618447;-1.430999;-0.415437;-0.774827;-0.380653,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0070.wav,a114f4377736e0cdc50204ce6f85e592,1.6293,-43.3928,-33.6955,-26.1217,0.354,0.0435,161,-83.222946;5.230576;-5.002028;-1.607420;-3.273175;-3.822896;-2.486486;-1.581487;-1.644790;-2.424699;-0.147042;-1.633833;-0.644946,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0077.wav,987637ef32fde35db6f775850dd822b3,1.6624,-60.7758,-30.0548,-21.9754,0.1159,0.1341,164,-82.468979;6.377418;-1.141786;1.100731;-0.412912;-1.279585;-2.795376;-1.069626;-0.855370;-1.250129;-0.787968;-0.412826;-0.694889,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0078.wav,14b8bdf8bfc5f5efbfeea15c6cde97c1,1.8859,-52.5147,-38.7324,-31.6436,0.0963,0.0695,187,-88.797050;6.765025;-0.021068;0.281611;0.040146;-1.685325;-2.833180;-0.479043;-0.325984;-0.294498;-0.525574;0.466994;-1.920602,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0079.wav,10edd7cf0846a2919cd19d1e7a6225ce,1.8424,-40.5861,-27.8588,-18.9832,0.1703,0.0055,182,-75.612350;2.368541;-1.864578;-2.523301;-3.051689;-2.703862;-3.274126;-1.283457;-2.323717;-2.320011;-2.810896;-2.399983;-1.863591,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0109.wav,5c3e3565b228125a13a919a5c317622b,1.7946,-59.0075,-39.1711,-30.0687,0.1525,0.1864,177,-89.340050;-0.032421;0.600638;0.007453;0.439445;-0.988917;-0.745106;-0.572064;-0.084682;-0.249242;-0.756367;1.046198;0.142878,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0111.wav,ae0e63c83cf8dd216b229ae9869d7a0f,2.5728,-59.3713,-39.3635,-28.6968,0.3176,0.3412,255,-91.122818;-1.109940;2.385080;1.018086;0.138307;-1.113491;-0.576706;-0.136122;-0.122779;-0.692188;-0.365550;0.344315;0.623180,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0010.wav,5191efb9a6fc69b9e4415cec129f98b5,3.706,-55.7701,-34.3623,-23.7953,0.1138,0.1138,369,-85.285683;4.918998;0.472599;-0.884966;-2.119176;-1.681661;-3.372612;-1.548882;-0.720984;-0.630386;-1.420009;-0.157533;-1.604401,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0011.wav,cbbf33d285fc10559f7a8913b3ed115c,3.101,-69.8593,-41.7234,-28.6809,0.2045,0.3701,308,-93.471237;0.928259;-0.618007;-0.060002;-3.468893;-0.260703;-2.860615;-0.570121;0.541076;-0.703549;-0.023297;-0.046176;-0.866352,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0012.wav,0f2dc916847a19bc9ea1a2c92d66d1d4,3.702,-63.477,-43.1901,-31.218,0.1576,0.2799,368,-92.435165;2.189296;-1.521111;-2.068406;-1.121693;-1.580045;-1.842237;-1.227953;-0.514928;-0.168646;0.212183;-1.094468;-0.700247,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0013.wav,03bbb70f86f1df200aa0e9128c751002,2.9432,-58.4886,-36.3301,-26.9185,0.1541,0.1952,292,-82.751495;1.761001;-4.275146;-2.224866;-3.578177;-1.798452;-3.402063;0.454179;-0.860103;-0.975102;-0.815883;-2.863773;-0.456988,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0014.wav,468a22771868c99685b1b44df7876f4b,2.641,-63.4392,-40.8729,-26.8232,0.2252,0.3015,262,-92.563515;5.940527;-3.770063;-0.731276;0.305296;-1.840106;-3.922626;-0.355170;-0.029414;-0.198025;-0.026771;0.465064;-1.970777,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0015.wav,4aeb4b297f35850791a68fdee87e3912,4.5049,-63.6971,-35.1451,-25.067,0.1585,0.2478,448,-87.932304;2.537130;-1.279486;-0.034681;-2.264143;-2.209764;-2.460930;-0.167244;-1.156357;-0.655533;-1.028075;-1.354233;-0.491551,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0016.wav,03afb626acb25d0d4c29ab13e924a044,4.7092,-62.2509,-35.5417,-26.4181,0.1599,0.226,469,-87.920784;2.482572;-1.271705;0.822898;-0.931853;-1.739295;-1.828922;0.866458;-2.339971;0.672319;-0.221397;-1.470353;-0.855217,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0017.wav,043b441a06a2a386802745acf7eaea0c,3.432,-60.82,-34.566,-24.3495,0.1701,0.2463,341,-89.942604;4.031716;-1.475218;2.049332;-0.882082;-0.453902;-2.321967;0.142977;-0.996259;0.838706;-0.525475;-0.822997;-0.277149,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0113.wav,75f62eaba76f7319b501c6e92c30f7bc,2.0615,-60.0168,-44.7935,-37.0899,0.2598,0.3431,204,-91.032196;-2.590056;0.404547;-0.619175;-1.268945;-0.704598;-1.981586;0.123204;-0.020308;-1.457623;-0.724556;-0.564424;-0.824476,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0115.wav,3dfbde0879d914c753bb0a120a6d3aca,2.0925,-61.0012,-34.3046,-24.1811,0.1159,0.1353,207,-89.024155;1.754896;2.496303;1.294858;0.511247;-0.319614;-2.870054;-0.231615;-1.637658;-1.407031;-1.163329;-0.864455;-0.805758,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_CARMEN_0117.wav,7e55891b13967566c018242ba1a360b2,2.1452,-59.0049,-35.6186,-28.6491,0.1127,0.1174,213,-89.192268;0.754102;1.401730;-0.294859;-1.467860;-1.542426;-0.952099;-0.861496;-1.680223;-1.449322;-1.950913;-1.014960;-0.393160,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0004.wav,d92993f1184bacdeefbe492182d3705a,3.333,-60.6802,-30.0509,-21.1764,0.148,0.1994,331,-85.971703;3.399067;1.298088;0.061692;-0.591447;-1.721728;-2.889077;-1.099819;-2.981461;0.896325;-0.835040;-0.918285;-1.203328,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0006.wav,061854a90b5e6309ea36416f4c1e340c,3.267,-63.7269,-35.8361,-27.6369,0.1354,0.2215,325,-90.881752;7.968118;-0.971370;-0.911791;-2.918365;-0.708688;-3.247031;-1.233520;0.283063;-0.653365;-0.254452;1.552397;-1.641829,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0007.wav,bc470e78cf8c1210b08facab1874a81b,3.737,-59.1102,-34.1581,-19.8456,0.1398,0.1855,372,-83.394058;6.606175;-3.975944;0.031525;-0.591634;-1.520150;-2.769863;0.125287;-1.574523;0.397613;0.675409;-0.659212;-0.728842,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0008.wav,949755e5dd46fa9f6e09b0bc8209b8a4,3.9832,-62.7106,-37.0893,-22.8042,0.1313,0.2273,396,-86.253426;2.992676;-2.525909;2.053243;-1.690521;-1.179849;-0.386078;-1.541823;-0.273648;0.408960;-0.188581;0.050845;-0.985273,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0009.wav,c32faccfc195890fb504477b3d3fb6e1,3.169,-61.981,-36.6491,-20.8078,0.1397,0.2127,315,-88.961151;5.148333;-0.152214;0.183562;-1.634166;-0.978517;-2.632257;-0.390562;-0.167169;-0.685536;-0.050760;0.082494;-1.687907,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0018.wav,16ea4a19ecf9d23d8d10a2f0a66c8eed,4.035,-63.2892,-43.8048,-30.0231,0.1965,0.2761,402,-96.859970;2.805362;-0.591754;-1.320090;-1.448941;-1.499608;-1.957604;-0.269259;-1.177315;0.284088;-1.437252;-1.134690;-0.306330,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0019.wav,009c7df9d832a3fb166eb77c7004a426,3.679,-63.3626,-40.5733,-31.6093,0.1694,0.2869,366,-94.325134;3.602679;-0.538726;1.627485;-2.013664;-0.612707;-0.790001;-0.089817;-0.298451;0.172767;0.152497;0.476511;-0.597597,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0020.wav,d594921525f3e03f7ad5f862e1c6f36e,3.0052,-62.6776,-43.4679,-33.7883,0.1572,0.2843,299,-95.520363;3.437065;-0.920042;0.258763;0.386620;-1.816667;-2.055055;-1.813208;-0.821859;1.152805;0.573146;0.218404;-0.350520,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0021.wav,258394678e985025b4b456ea07b54b15,4.0795,-64.1565,-42.4274,-34.1661,0.2069,0.3103,406,-98.175644;1.625395;2.028452;0.626800;0.356179;-1.221321;-1.186584;1.611933;-1.219623;1.129971;-0.084617;-0.289421;-0.482382,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0022.wav,796fae5b78ad33259860bec82268bb75,5.5953,-61.4893,-34.2632,-22.435,0.1738,0.2258,558,-85.802795;5.777691;-2.322497;0.418616;-1.347273;-2.236764;-1.336014;-0.634937;-1.865409;1.287609;-0.050766;0.013158;-0.725601,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0023.wav,3829de3b91edc31b9d2937db820f2b31,2.856,-57.0426,-34.7318,-27.471,0.0986,0.1056,284,-90.142349;8.625035;2.497491;-2.084666;-4.594236;-2.320886;-1.596489;-1.668947;-1.357407;-0.199838;-0.901837;-0.555884;-2.157755,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0024.wav,bd9f259ea9b6da263b4eceb378a7c9c6,3.1833,-62.7524,-40.9665,-32.6423,0.193,0.2627,316,-98.071632;7.047215;-0.381159;1.067258;-0.156296;-1.143181;-2.413961;-0.351014;0.312730;0.330186;1.006302;0.729004;0.158252,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0025.wav,942a8ca88ffeb8cf2edcc0c8581eb131,3.9921,-62.6959,-41.7746,-34.68,0.1814,0.2695,397,-94.224274;2.537387;-1.919343;-0.121495;-2.175580;-2.500867;-1.205159;-1.761313;-0.478040;-0.922456;-0.530154;-1.078150;-0.027540,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0035.wav,c3513ee4cf4b25c5630bc73231222d71,3.0873,-60.1795,-35.8907,-27.3682,0.1303,0.1759,307,-90.894180;1.921595;0.544285;1.160555;-0.284126;-0.230431;-1.468798;0.172684;-0.667948;-0.437597;0.232632;0.232765;-1.724139,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0037.wav,3455fac97c559171babfff26143f29bd,4.5396,-64.3932,-35.8229,-26.8638,0.2522,0.3009,452,-88.300972;-0.465801;-2.341769;0.309809;-1.927711;-2.384617;-2.762028;-0.981516;-0.399225;0.190116;-1.257294;-1.239631;0.281322,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0038.wav,439070e014df0f40879381f5439ddd8f,5.4249,-61.7318,-36.3827,-23.9852,0.187,0.3074,540,-85.479218;2.660992;-2.850005;0.477649;-2.945479;-1.544250;-1.929161;-0.773877;0.318371;-1.160092;-0.330316;0.564307;-1.773172,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0039.wav,14477eaa96aa8ba45e1af83da4d77a20,2.9906,-58.0939,-31.6749,-20.9252,0.1886,0.2189,297,-84.846771;4.113419;1.267349;-0.968765;-3.629340;-2.551600;-2.406111;-0.313807;-1.262245;-0.969486;-0.099439;1.406781;-1.244327,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0040.wav,d01774da07a47ad9e0861a563e499762,4.4211,-60.7236,-36.454,-24.2227,0.1659,0.2273,440,-87.296761;2.043755;-3.506422;-2.681922;-2.236136;-3.380953;-2.359881;0.394142;-1.642168;-0.364432;-1.431927;-1.067967;-0.107463,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0041.wav,0f7d3eb8f50b448732b8c21833f0095e,5.0941,-63.0944,-31.9261,-16.2647,0.1716,0.2229,507,-85.180290;3.497959;-0.039531;0.626831;-1.372170;-0.676928;-2.993088;0.029584;-0.578273;-1.086470;-0.908089;-0.298596;-1.093943,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0042.wav,75b3117a288b7339a647ee6b4d0e4c81,4.0174,-63.0078,-40.0395,-31.7386,0.1575,0.2725,400,-88.776512;1.674866;-3.792397;-1.479448;-1.735674;-1.943830;-1.471092;-1.006947;-1.234739;-0.154481;-0.879995;-0.951458;-0.561301,
neurovoz_silencemode1,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload_silencemode_1/audios/PD_DIABLO_0043.wav,7a1359564ddd183081b071cfed9709db,3.2258,-61.6239,-37.7637,-28.2537,0.0841,0.134,321,-85.065559;0.179307;-3.894922;-2.437437;-3.840576;-2.934126;-1.808858;-0.844911;-0.447720;-1.203158;-1.252943;-2.059290;-0.106240,
