figure,source,dataset,stream,layer,plotted,reference,absdiff
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,5,0.6663041991029528,0.6663041902276352,8.87531759197202e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,6,0.6341162886583507,0.6341162824416413,6.216709369510909e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,7,0.6491953015097612,0.6491953023053502,7.955889280708561e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,8,0.6878352948568193,0.687835290706104,4.150715215978096e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,9,0.7059591119055829,0.7059591126576773,7.520943867689311e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,10,0.7388719713656846,0.738871973321734,1.9560494335379985e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,11,0.7606930375596237,0.7606930549514281,1.7391804441047043e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,12,0.7437291481017867,0.7437291576047557,9.50296896728986e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,13,0.7351747222205094,0.7351747136436132,8.576896193268624e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,14,0.744381638880246,0.7443816151950123,2.3685233663250926e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,15,0.7519211453059511,0.7519211251268667,2.017908440343774e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,16,0.7307524782291976,0.7307525010874293,2.2858231640832116e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,17,0.7162534520885688,0.7162534435261708,8.562398012834649e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,18,0.7361896416760814,0.7361896476729013,5.99681992952128e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,19,0.7143685754821425,0.7143685660432072,9.43893530003237e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,20,0.7185733072704223,0.7185732927359721,1.4534450198944171e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,21,0.7086414415951862,0.70864143830651,3.28867610921435e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,22,0.7092938865430084,0.7092938958967667,9.353758323449313e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,23,0.7324198884632287,0.732419892706974,4.243745355125839e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,24,0.7288676474534082,0.7288676236044657,2.384894248752545e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,25,0.7292301219611579,0.7292301000434972,2.1917660686376905e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,26,0.7473539390099215,0.7473539219950703,1.701485119465218e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,27,0.7596056140363743,0.7596056256343338,1.1597959481690623e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,28,0.7752646135985666,0.775264607800493,5.798073576812612e-09
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,0,0.583514571552849,0.5832245904016239,0.00028998115122513823
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,1,0.5593011454255473,0.5593011454255473,0.0
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,2,0.6051181673191243,0.6051906626069307,7.249528780639558e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,3,0.5998260113092649,0.5997535160214585,7.249528780639558e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,4,0.6070755400898942,0.6072205306655067,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,5,0.5969986950848195,0.5968537045092069,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,6,0.6046831955922864,0.6045382050166739,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,7,0.586704364216326,0.5864868783529071,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,8,0.5824271422357546,0.5830071045382051,0.0005799623024504985
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,9,0.5932289401188923,0.592938958967667,0.00028998115122524926
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,10,0.6151225170363926,0.6154124981876178,0.00028998115122513823
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,11,0.6092503987240829,0.6088154269972452,0.00043497172683770735
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,12,0.601348412353197,0.601565898216616,0.0002174858634189647
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,13,0.6087429317094389,0.6088879222850515,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,14,0.609757865738727,0.6096128751631145,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,15,0.6240394374365666,0.6239669421487604,7.249528780628456e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,16,0.6468029578077426,0.6466579672321299,0.00014499057561268014
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,17,0.6604320719153255,0.6605770624909382,0.00014499057561268014
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,18,0.6847179933304335,0.6845005074670147,0.00021748586341874265
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,19,0.6874728142670726,0.6876178048426852,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,20,0.6752211106278092,0.6750036247643904,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,21,0.6673916195447296,0.6676816006959548,0.00028998115122524926
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,22,0.661302015369001,0.6612295200811947,7.249528780628456e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,23,0.6519501232419893,0.6514426562273452,0.0005074670146441029
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,24,0.6610845295055822,0.6611570247933884,7.249528780628456e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,25,0.6654342467739597,0.665289256198347,0.00014499057561268014
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,26,0.6396259243149195,0.6396984196027259,7.249528780639558e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,27,0.6233507322024069,0.6233869798463101,3.624764390319779e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,28,0.6291141075830071,0.629331593446426,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,29,0.6177323473974191,0.6178773379730317,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,30,0.5980136291141076,0.5977236479628825,0.00028998115122513823
pod,Linux recompute sklearn 1.9.1,E-DAIC,encoder,31,0.6360011599246049,0.6361461505002175,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,0,0.6093953892996955,0.6094678845875018,7.249528780628456e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,1,0.63179643323184,0.6320139190952588,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,2,0.6441206321589097,0.6451355661881978,0.0010149340292880948
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,3,0.6641293315934464,0.6645643033202843,0.0004349717268378184
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,4,0.6647092938958967,0.6648542844715094,0.00014499057561268014
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,5,0.6663041902276352,0.6663041902276353,1.1102230246251565e-16
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,6,0.6341162824416413,0.634261273017254,0.00014499057561268014
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,7,0.6491953023053502,0.6489778164419313,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,8,0.687835290706104,0.6878352907061042,1.1102230246251565e-16
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,9,0.7059591126576773,0.7067565608235464,0.0007974481658691301
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,10,0.738871973321734,0.7389444686095404,7.249528780639558e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,11,0.7606930549514281,0.7598231114977527,0.0008699434536754147
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,12,0.7437291576047557,0.7437291576047557,0.0
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,13,0.7351747136436132,0.7355371900826446,0.0003624764390314228
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,14,0.7443816151950123,0.7440191387559808,0.0003624764390315338
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,15,0.7519211251268667,0.7512686675366101,0.000652457590256561
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,16,0.7307525010874293,0.7301725387849789,0.0005799623024503875
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,17,0.7162534435261708,0.7156734812237205,0.0005799623024502765
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,18,0.7361896476729013,0.736624619399739,0.00043497172683770735
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,19,0.7143685660432072,0.7158909670871395,0.0015224010439323088
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,20,0.7185732927359721,0.7189357691750037,0.0003624764390315338
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,21,0.70864143830651,0.7084239524430912,0.00021748586341885368
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,22,0.7092938958967667,0.7113237639553429,0.0020298680585761897
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,23,0.732419892706974,0.7324923879947803,7.249528780628456e-05
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,24,0.7288676236044657,0.7288676236044657,0.0
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,25,0.7292301000434972,0.7297375670581412,0.0005074670146439919
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,26,0.7473539219950703,0.7472089314194578,0.00014499057561256912
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,27,0.7596056256343338,0.7580832245904017,0.0015224010439320868
pod,Linux recompute sklearn 1.9.1,E-DAIC,llm,28,0.775264607800493,0.775264607800493,0.0
