row,part,task,id,paper_role,sampled,value_verified,lo,hi,n,file,resolved,method,config,check_value,check_lo,check_hi,value_status,ci_status,note
1383,20,POD6,C_M8_Qwen2-Audio_primary_conflict,PAPER VALUE,paper value,0.4132,0.3005,0.5423,146,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.4132,0.3005,0.5423,MATCH (recomputed),CI MATCH,
1384,20,POD6,C_M8_Qwen2-Audio_primary_agreement,PAPER VALUE,paper value,0.6985,0.6372,0.7597,322,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.6985,0.6372,0.7597,MATCH (recomputed),CI MATCH,
1385,20,POD6,C_M8_Qwen2-Audio_primary_conflict_minus_agreement,PAPER VALUE,paper value,-0.2853,-0.3950,-0.1485,468,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.2853,-0.3950,-0.1485,MATCH (recomputed),CI MATCH,
1386,20,POD6,C_M8_Qwen3-Omni-30B-A3B_primary_conflict,PAPER VALUE,paper value,0.6066,0.4956,0.7123,146,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6066,0.4956,0.7123,MATCH (recomputed),CI MATCH,
1387,20,POD6,C_M8_Qwen3-Omni-30B-A3B_primary_agreement,PAPER VALUE,paper value,0.8231,0.7664,0.8720,322,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8231,0.7664,0.8720,MATCH (recomputed),CI MATCH,
1388,20,POD6,C_M8_Qwen3-Omni-30B-A3B_primary_conflict_minus_agreement,PAPER VALUE,paper value,-0.2165,-0.3242,-0.1052,468,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.2165,-0.3242,-0.1052,MATCH (recomputed),CI MATCH,
1389,20,POD6,C_M8_AudioFlamingo2_af2_pitt468_conflict,PAPER VALUE,paper value,0.6310,0.5336,0.7260,146,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6310,0.5336,0.7260,MATCH (recomputed),CI MATCH,
1390,20,POD6,C_M8_AudioFlamingo2_af2_pitt468_agreement,PAPER VALUE,paper value,0.5544,0.4760,0.6296,322,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.5544,0.4760,0.6296,MATCH (recomputed),CI MATCH,
1391,20,POD6,C_M8_AudioFlamingo2_af2_pitt468_conflict_minus_agreement,PAPER VALUE,paper value,0.0766,-0.0307,0.1869,468,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],0.0766,-0.0307,0.1869,MATCH (recomputed),CI MATCH,
1395,20,POD6,C_M8_AudioFlamingo3_primary_conflict,PAPER VALUE,paper value,0.6169,0.5188,0.7209,146,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6169,0.5188,0.7209,MATCH (recomputed),CI MATCH,
1396,20,POD6,C_M8_AudioFlamingo3_primary_agreement,PAPER VALUE,paper value,0.5822,0.5080,0.6528,322,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.5822,0.5080,0.6528,MATCH (recomputed),CI MATCH,
1397,20,POD6,C_M8_AudioFlamingo3_primary_conflict_minus_agreement,PAPER VALUE,paper value,0.0347,-0.0698,0.1474,468,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],0.0347,-0.0698,0.1474,MATCH (recomputed),CI MATCH,
1398,20,POD6,C_M8_Kimi-Audio_primary_conflict,PAPER VALUE,paper value,0.7197,0.6201,0.8147,146,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.7197,0.6201,0.8147,MATCH (recomputed),CI MATCH,
1399,20,POD6,C_M8_Kimi-Audio_primary_agreement,PAPER VALUE,paper value,0.7227,0.6560,0.7896,322,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7227,0.6560,0.7896,MATCH (recomputed),CI MATCH,
1400,20,POD6,C_M8_Kimi-Audio_primary_conflict_minus_agreement,PAPER VALUE,paper value,-0.0030,-0.1134,0.1065,468,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.0030,-0.1134,0.1065,MATCH (recomputed),CI MATCH,
1403,20,POD6,C_M8_Kimi-Audio_alt_overnight_copy_conflict_minus_agreement,SUPERSEDED / NOT USED,random 10%,0.0064,-0.1140,0.1224,468,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],0.0064,-0.1140,0.1224,MATCH (recomputed),CI MATCH,
1404,20,POD6,C_T6_s20_text_all468,PAPER VALUE,paper value,0.6629,0.5983,0.7245,468,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6629,0.5983,0.7245,MATCH (recomputed),CI MATCH,
1405,20,POD6,C_T6_s20_text_conflict,PAPER VALUE,paper value,0.5560,0.4516,0.6680,146,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5560,0.4516,0.6680,MATCH (recomputed),CI MATCH,
1406,20,POD6,C_T6_s20_text_agreement,PAPER VALUE,paper value,0.7078,0.6381,0.7696,322,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7078,0.6381,0.7696,MATCH (recomputed),CI MATCH,
1407,20,POD6,C_T6_s20_text_conflict_minus_agreement,PAPER VALUE,paper value,-0.1518,-0.2665,-0.0271,468,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.1518,-0.2665,-0.0271,MATCH (recomputed),CI MATCH,
1412,20,POD6,C_T6_audio_all468,PAPER VALUE,paper value,0.6578,0.6033,0.7125,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6578,0.6033,0.7125,MATCH (recomputed),CI MATCH,
1413,20,POD6,C_T6_audio_conflict,PAPER VALUE,paper value,0.5322,0.4216,0.6447,146,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5322,0.4216,0.6447,MATCH (recomputed),CI MATCH,
1414,20,POD6,C_T6_audio_agreement,PAPER VALUE,paper value,0.7054,0.6431,0.7658,322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7054,0.6431,0.7658,MATCH (recomputed),CI MATCH,
1415,20,POD6,C_T6_audio_conflict_minus_agreement,PAPER VALUE,paper value,-0.1731,-0.2958,-0.0392,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.1731,-0.2958,-0.0392,MATCH (recomputed),CI MATCH,
1436,20,POD6,B_zeroshot_nvfull_ref,PAPER VALUE,paper value,0.6951,0.6356,0.7519,1270,release/omni_final/omni_neurovoz_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6951,0.6356,0.7519,MATCH (recomputed),CI MATCH,
1445,20,POD6,B_chan_tilt_raw_nvmatched,RELEASED ONLY,random 10%,0.3363,0.2716,0.4039,907,scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv,<local data dir>/release/scores/part20/POD6/B_neurovoz_matched/B_channel5_nvmatched.csv,per-clip recompute (own Mann-Whitney),auc all [tilt_before],0.3363,0.2716,0.4039,MATCH (recomputed),CI MATCH,
1461,22,P22,P22_s2_305_pyes_full,SUPPORT,random 10%,0.577618,,,1,"scores/part22/p22_step2_truncation_proof.json ; verify/out/s2_default.csv, s2_cut300.csv, tokens_mine.json",<local data dir>/release/scores/part22/p22_step2_truncation_proof.json ; <local data dir>/release/scores/part22/verify/out/s2_default.csv ; <local data dir>/release/scores/part22/verify/out/s2_cut300.csv ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json,lookup in cited summary file,<local data dir>/release/scores/part22/p22_step2_truncation_proof.json,,,,FOUND IN FILE,,
1477,22,P22,P22_s2_705_pyes_cut300,SUPPORT,random 10%,0.960447,,,1,"scores/part22/p22_step2_truncation_proof.json ; verify/out/s2_default.csv, s2_cut300.csv, tokens_mine.json",<local data dir>/release/scores/part22/p22_step2_truncation_proof.json ; <local data dir>/release/scores/part22/verify/out/s2_default.csv ; <local data dir>/release/scores/part22/verify/out/s2_cut300.csv ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json,lookup in cited summary file,<local data dir>/release/scores/part22/p22_step2_truncation_proof.json,,,,FOUND IN FILE,,
1480,22,P22,P22_s1_quotes,SUPPORT,random 10%,"31/31 OK, 0 mismatch",,,31,"scores/part22/P22_step1_processor_config.md ; verify/out/step1_check_pod.json, step1_check_mac_negcontrol.json",<local data dir>/release/scores/part22/P22_step1_processor_config.md ; <local data dir>/release/scores/part22/verify/out/step1_check_pod.json ; <local data dir>/release/scores/part22/verify/out/step1_check_mac_negcontrol.json,custom recompute from per-clip file (own code),pod 29 OK / 2 skipped / 0 mismatch; Mac scripts OK 2,"31/31 OK, 0 mismatch",,,MATCH (recomputed),,
1481,22,P22,P22_s1_tf_version,SUPPORT,random 10%,5.17.0,,,1,"scores/part22/P22_step1_processor_config.md ; verify/out/tokens_mine.json, step1_check_pod.json",<local data dir>/release/scores/part22/P22_step1_processor_config.md ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json ; <local data dir>/release/scores/part22/verify/out/step1_check_pod.json,text lookup,,,,,FOUND IN FILE (text),,
1488,22,P22,P22_s3_probe_tok_lifted,SUPPORT,random 10%,22500,,,1,scores/part22/p22_step3_probe.json ; verify/out/tokens_mine.json,<local data dir>/release/scores/part22/p22_step3_probe.json ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json,lookup in cited summary file,<local data dir>/release/scores/part22/p22_step3_probe.json,,,,FOUND IN FILE,,
1489,22,P22,P22_s3_probe_pyes_lifted,SUPPORT,random 10%,0.173336,,,1,scores/part22/p22_step3_probe.json ; verify/out/all_lift_merged.csv,<local data dir>/release/scores/part22/p22_step3_probe.json ; <local data dir>/release/scores/part22/verify/out/all_lift_merged.csv,lookup in cited summary file,<local data dir>/release/scores/part22/p22_step3_probe.json,,,,FOUND IN FILE,,
1492,22,P22,P22_s3_perclip_lift_pod_vs_mine,SUPPORT,random 10%,5.61e-08,,,275,"scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, all_lift_merged.csv, all_default.csv",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/all_lift_merged.csv ; <local data dir>/release/scores/part22/verify/out/all_default.csv,lookup in cited summary file,<local data dir>/release/scores/part22/edaic_lifted_auc.json,,,,FOUND IN FILE,,
1493,22,P22,P22_all275_trunc,PAPER VALUE,paper value,0.8278,0.7703,0.8822,275,"scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, all_lift_merged.csv, all_default.csv",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/all_lift_merged.csv ; <local data dir>/release/scores/part22/verify/out/all_default.csv,lookup in cited summary file,<local data dir>/release/scores/part22/edaic_lifted_auc.json,,,,FOUND IN FILE,CI ends found in file,
1494,22,P22,P22_all275_lift,SUPPORT,extra: backs a contradicted sentence,0.8379,0.7805,0.8876,275,"scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, all_lift_merged.csv, all_default.csv",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/all_lift_merged.csv ; <local data dir>/release/scores/part22/verify/out/all_default.csv,custom recompute from per-clip file (own code),"edaic_lifted_perclip.csv p_yes_lifted, n=275; windows at 7500 default tokens: 217; capped: 89",0.8379,0.7805,0.8876,MATCH (recomputed),CI MATCH,
1495,22,P22,P22_all275_diff,SUPPORT,extra: backs a contradicted sentence,0.0101,-0.0309,0.0518,275,"scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, all_lift_merged.csv, all_default.csv",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/all_lift_merged.csv ; <local data dir>/release/scores/part22/verify/out/all_default.csv,custom recompute from per-clip file (own code),"edaic_lifted_perclip.csv p_yes_lifted minus p_yes_default_ref, paired, n=275; windows at 7500 default tokens: 217; capped: 89",0.0101,-0.0309,0.0518,MATCH (recomputed),CI MATCH,
1509,22,P22,P22_S1_gt300_at_7500,SUPPORT,random 10%,217,,,217,"edaic_rerun/part16/EDAICFULL/full_zeroshot_scores.csv ; verify/out/tokens_mine.json, step1_check_pod.json, all_default.csv",<local data dir>/release/edaic_rerun/part16/EDAICFULL/full_zeroshot_scores.csv ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json ; <local data dir>/release/scores/part22/verify/out/step1_check_pod.json ; <local data dir>/release/scores/part22/verify/out/all_default.csv,lookup in cited summary file,<local data dir>/release/scores/part22/verify/out/all_default.csv,,,,FOUND IN FILE,,
1510,22,P22,P22_S1_capped900,PAPER VALUE,paper value,89,,,275,"edaic_rerun/variants/windows_full.csv ; verify/out/tokens_mine.json, step1_check_pod.json, all_default.csv",<local data dir>/release/edaic_rerun/variants/windows_full.csv ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json ; <local data dir>/release/scores/part22/verify/out/step1_check_pod.json ; <local data dir>/release/scores/part22/verify/out/all_default.csv,custom recompute from per-clip file (own code),count capped==1 in variants/windows_full.csv (275 windows; 89 with src_dur_s > 900),89.0000,,,MATCH (recomputed),,
1511,22,P22,P22_auc_default_all275,PAPER VALUE,paper value,0.8278,0.7703,0.8822,275,"scores/part22/edaic_lifted_auc.json ; scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, auc_mine_p_yes_rule.json",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_rule.json,lookup in cited summary file,<local data dir>/release/scores/part22/edaic_lifted_auc.json,,,,FOUND IN FILE,CI ends found in file,
1512,22,P22,P22_auc_lifted_all275,SUPPORT,random 10%,0.8379,0.7805,0.8876,275,"scores/part22/edaic_lifted_auc.json ; scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, auc_mine_p_yes_rule.json",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_rule.json,custom recompute from per-clip file (own code),"edaic_lifted_perclip.csv p_yes_lifted, n=275; windows at 7500 default tokens: 217; capped: 89",0.8379,0.7805,0.8876,MATCH (recomputed),CI MATCH,
1513,22,P22,P22_auc_diff_all275,SUPPORT,extra: backs a contradicted sentence,0.0101,-0.0309,0.0518,275,"scores/part22/edaic_lifted_auc.json ; scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, auc_mine_p_yes_rule.json",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_rule.json,custom recompute from per-clip file (own code),"edaic_lifted_perclip.csv p_yes_lifted minus p_yes_default_ref, paired, n=275; windows at 7500 default tokens: 217; capped: 89",0.0101,-0.0309,0.0518,MATCH (recomputed),CI MATCH,
1514,22,P22,P22_auc_lifted_all275_ruleids,SUPPORT,random 10%,0.8379,0.7805,0.8876,275,"scores/part22/edaic_lifted_auc.json ; scores/part22/edaic_lifted_auc.json ; verify/out/auc_mine_p_yes_paper.json, auc_mine_p_yes_rule.json",<local data dir>/release/scores/part22/edaic_lifted_auc.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_paper.json ; <local data dir>/release/scores/part22/verify/out/auc_mine_p_yes_rule.json,custom recompute from per-clip file (own code),"edaic_lifted_perclip.csv p_yes_lifted, n=275; windows at 7500 default tokens: 217; capped: 89",0.8379,0.7805,0.8876,MATCH (recomputed),CI MATCH,
1532,22,P22,P22_s2_466_verdict,SUPPORT,random 10%,TRUNCATION PROVEN,,,1,"verify/out/s2_default.csv, s2_cut300.csv, tokens_mine.json",<local data dir>/release/scores/part22/verify/out/s2_default.csv ; <local data dir>/release/scores/part22/verify/out/s2_cut300.csv ; <local data dir>/release/scores/part22/verify/out/tokens_mine.json,custom recompute from per-clip file (own code),"pid 466: tokens 7500 vs 7500, p_yes 0.706315 vs 0.706315 (full vs first 300 s)",TRUNCATION PROVEN,,,MATCH (recomputed),,

SENTENCE CHECK,status,quoted text looked for,paper_sentence part
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,"Table 1 row ""E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64"""
sentence,VERBATIM,"On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83.","On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83."
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: E-DAIC probe values 0.7001 / 0.5884 (mean of five) with paired intervals against 0.8278)"
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Pitt & 468 (228) & 0.66 & 0.66 & 0.77,"Table 1 row ""Pitt & 468 (228) & 0.66 & 0.66 & 0.77"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71,"Table 2 row ""Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71"""
sentence,VERBATIM,"On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets","On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the paired gap intervals)"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: Pitt transcript by arm on the Sep 20 file, so the sentence matches Table 1)"
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,"Table 1 row ""MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70"""
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the KCL intervals)"
sentence,VERBATIM,"On the Parkinson's sets the transcript sits near chance, since every speaker reads the same sentences.","On the Parkinson's sets the transcript sits near chance, since every speaker reads the same sentences."
sentence,VERBATIM,"Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher","Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher"
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,"Table 1 row ""PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,"Table 1 row ""NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90"""
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the yes rates)"
sentence,VERBATIM,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the three backbone direction tests)"
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,"Table 1 row ""ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,"Table 1 row ""ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77"""
sentence,skipped: decision pending,,decision pending (Pitt encoder 0.7706 vs 0.7761)
sentence,VERBATIM,The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset,The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset; Pitt value: decision pending (Pitt encoder 0.7706 vs 0.7761)
sentence,VERBATIM,"Probes detect the disorders from the representations with AUC from 0.75 to 0.92, while the zero-shot answer sits well below on Parkinson's and Alzheimer's","Probes detect the disorders from the representations with AUC from 0.75 to 0.92, while the zero-shot answer sits well below on Parkinson's and Alzheimer's"
sentence,VERBATIM,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.","On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree."
sentence,VERBATIM,"Where the words contradict the diagnosis, four of six models fall below chance.","Where the words contradict the diagnosis, four of six models fall below chance."
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70,"Table 2 row ""Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82,"Table 2 row ""Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55,"Table 2 row ""Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55"""
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,"Table 2 row ""Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59"", Pitt cells: decision pending (AF3 Pitt copy)"
sentence,skipped: builder annotation,,", Pitt cells: decision pending (AF3 Pitt copy)"
sentence,MATCH ONLY AFTER removing \cite{} / collapsing spaces (not verbatim),Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72,"Table 2 row ""Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72"""
sentence,skipped: decision pending,,"decision pending (AF3 Pitt copy: part10 copy gives the printed 0.61 / 0.59, part3 copy cited by master_lookup gives 0.62 / 0.58)"
sentence,VERBATIM,"After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops","After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops"
sentence,VERBATIM,resulting in a significant performance gain in AD and MDD detection.,resulting in a significant performance gain in AD and MDD detection. (red span)
sentence,VERBATIM,On E-DAIC the audio answer on the whole interview matches the transcript alone.,On E-DAIC the audio answer on the whole interview matches the transcript alone.
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the transcript on the pairs)"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the greedy decoding check)"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the label cutoff check)"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the prompt wording and threshold checks)"
sentence,VERBATIM,Retraining only the projector narrows the gap on Parkinson's and Alzheimer's.,Retraining only the projector narrows the gap on Parkinson's and Alzheimer's.
sentence,VERBATIM,"On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86.","On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86."
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: LoRA)"
sentence,VERBATIM,On Qwen3-Omni they obtain AUC scores of 0.77 to 0.94 against 0.60 to 0.78.,On Qwen3-Omni they obtain AUC scores of 0.77 to 0.94 against 0.60 to 0.78.
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the Qwen3-Omni cells)"
sentence,skipped: 23 Sep addition,,"23 Sep addition, wording to be matched to the final tex (topic: the channel normalisation)"
